logFC	AveExpr	t	P.Value	adj.P.Val	B	cpm_filter_value	qvalue	local_fdr	pi0_storey	pi0_lambda_0_5	threshold
OTUD3	-2.99108950306867	4.74648171737964	-30.6252322367841	1.03646180498857e-12	3.32448311280789e-10	19.764116878277	105.463723429251	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FANCA	-2.33400806761146	5.59182991098842	-30.55633859678	1.0643579409366e-12	3.32448311280789e-10	19.7309509572894	140.368027418677	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
GNE	-2.33300440432466	6.37701865580533	-30.5029290147048	1.08654371636745e-12	3.32448311280789e-10	19.7034653992689	242.308049209155	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
TRIM55	-2.94761930813217	3.54164734819443	-30.6530161398477	1.02543656238794e-12	3.32448311280789e-10	19.6954191271363	44.9381831020498	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
GPT2	-2.94208216256575	6.55640121785696	-30.4665530133702	1.10194033955457e-12	3.32448311280789e-10	19.6927852874936	363.242226859824	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SMOX	-3.15610314400476	4.49552143868603	-30.4523944045775	1.10799688991523e-12	3.32448311280789e-10	19.6923300812697	95.8210687162895	6.45604966089343e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
WNK2	-3.22227467457607	6.22870101108222	-30.2855399110224	1.18215155056313e-12	3.39604473100073e-10	19.6246376895059	328.998974057267	6.59502024524892e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CKMT1B	-5.30066190850832	3.3523839402272	-30.2950164888328	1.17779902155148e-12	3.39604473100073e-10	19.3928390994474	117.139016330312	6.59502024524892e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
ATOSA	-3.78857086733852	5.5965740712468	-30.0401567009876	1.30114349148876e-12	3.66000821293358e-10	19.5369073864943	274.434458263998	7.10762966156853e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PIK3CB	-1.96657472700353	6.116028163054	-29.9641304701535	1.34059467708547e-12	3.69402231224654e-10	19.4882089303882	170.364650393688	7.17368405465268e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
OTUB2	-3.38903116189736	5.64880833753987	-29.8437206171544	1.40575223100498e-12	3.79609332460585e-10	19.4564764288404	237.52028319749	7.37190299647572e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
ADM	-3.40387755717214	5.9772936601787	-29.7447276736296	1.46189055886246e-12	3.87028359328646e-10	19.4130579812713	299.908992157431	7.51597834374151e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
IGSF8	-2.36802759141567	4.55654305076262	-29.3894395258044	1.68425546675501e-12	4.3732340984858e-10	19.280938682673	69.680337234133	8.49269361897594e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FIBCD1	-4.34652319051365	3.88337439251748	-29.150768193097	1.85406662165996e-12	4.72332217465146e-10	19.1291285467824	108.342648869131	9.17255449620662e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
TIPARP	-3.10837224227224	4.80547668224031	-29.0516420520475	1.929965282046e-12	4.73788931603366e-10	19.1447929223937	116.520666740495	9.20084346173586e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
TRIM9	-3.98441323704235	3.59868248343392	-29.0836259403854	1.90511467621468e-12	4.73788931603366e-10	19.0837659360314	75.4224747767938	9.20084346173586e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
ANGPT4	-3.41835150061037	4.90559873904402	-28.8121374256382	2.12759625725507e-12	5.06248929397465e-10	19.0473363390495	143.209508755933	9.83120719239773e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
LMTK3	-2.99786715111838	5.45062903633802	-28.7522690792187	2.18035047797842e-12	5.06248929397465e-10	19.0124669816459	173.066904347276	9.83120719239773e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SLC39A10	-2.25288150809758	6.62787728422058	-28.7594625566569	2.17393758452751e-12	5.06248929397465e-10	18.9955083341181	277.937000139905	9.83120719239773e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
