logFC	AveExpr	t	P.Value	adj.P.Val	B
MT-CO1	-1.00282456115029	13.8661741397474	-11.1109990886133	4.86964247634072e-08	8.16678031000752e-07	8.56058085991719
EPIST	-7.12424095679883	-2.21909620237142	-11.3000956277911	3.98103310754759e-08	6.92660858109624e-07	8.55432156842017
RLN2	-2.63930077313274	0.659656083777512	-10.6972158032129	7.64380893022015e-08	1.1749469180078e-06	8.54409593888599
SMC3	0.985938878039274	5.93896669518142	11.2764395446303	4.08202652016845e-08	7.06779405428843e-07	8.53932469170374
PLEKHF2	0.927088695176621	4.77136669566717	11.1524358806037	4.65820378389553e-08	7.91154070323624e-07	8.53720678445635
CEBPG	-0.771093529442192	5.77691896289106	-11.3016565203247	3.97446391154299e-08	6.92081466454991e-07	8.53349632063258
OAF	-2.03275377869145	2.32562115657449	-10.8556573998564	6.4211618292996e-08	1.02998906640252e-06	8.52891684811518
ZRANB1	-1.37200243041682	6.06690327556828	-11.2856996694623	4.04217032924311e-08	7.02725884903241e-07	8.51023708437718
RNF43	2.01733964300002	2.30723403664906	10.7114288642304	7.52458364020689e-08	1.15995854297735e-06	8.50935985223671
PPIB	-0.938172726283886	9.44118078858661	-11.2028904406076	4.41391320876454e-08	7.57491322236651e-07	8.49588132571247
SMG8	-1.08133803879295	5.71519099502011	-11.237252964548	4.25539908525099e-08	7.33232716576392e-07	8.46458066058199
COL1A2	0.816494576859634	8.16689397582285	11.2269523329452	4.30226718032486e-08	7.39519232299445e-07	8.46449135829691
IER5	-1.31473663032492	5.00757684225592	-11.1861814151412	4.49326233013705e-08	7.68639254969642e-07	8.46309217192694
ENSG00000254682	-1.71533846279571	2.20530617756043	-10.7734601435622	7.02701602164945e-08	1.10315374223778e-06	8.45562701417764
CDCA7	0.97347630822096	5.78980007838811	11.1772562169757	4.53627063294798e-08	7.75375666748532e-07	8.43907991031047
NEDD4	1.57313439155775	5.34949567678528	11.095225018248	4.95280860914757e-08	8.28025890008193e-07	8.43701095250819
SSH1	0.781320354924376	6.38459491966657	11.2101033445395	4.38012412514621e-08	7.52296881494164e-07	8.43248092551312
TNS3	-0.921133992851371	8.1185768685086	-11.1898032414886	4.47593417474411e-08	7.66288538281912e-07	8.43064371780139
LINC00920	-3.04829949529233	-0.555721956900187	-10.6132774773738	8.3903573215262e-08	1.26960605192442e-06	8.42889736074659
LINC03062	-2.58431021178899	-0.223118121253531	-10.5692595315569	8.81265838660512e-08	1.31672209152591e-06	8.40895124096569
ANAPC4	2.36275184085304	7.11326973106243	11.1637286221017	4.60229785063834e-08	7.84152279718811e-07	8.40781021483047
YWHAZ	-0.761974037466947	10.4428223725816	-11.0852777323488	5.00603364782028e-08	8.36269858634308e-07	8.39944078491154
CARD16	-6.21098001087664	-3.64575716133993	-11.5667487909028	3.01053604136771e-08	5.51384963636856e-07	8.39736979733518
CEBPB	-1.74671170271981	9.15513880339411	-11.1148753675657	4.84943477302248e-08	8.13927913278856e-07	8.39237309081276
E2F2	1.50644383690658	3.95927810317105	10.8525960208676	6.44269647467698e-08	1.03266806360051e-06	8.38371835670873
DGCR2	0.756551098378994	6.64347476452655	11.172516077139	4.55929092595215e-08	7.78484726242445e-07	8.38283965272547
KNDC1	-2.84571231313329	-0.475745522840545	-10.5612139083528	8.89227186206271e-08	1.32583587302744e-06	8.38281221281511
CCDC117	0.783428235001788	5.91314985284988	11.136717871566	4.7372291044451e-08	7.99491603835498e-07	8.37400547545397
URB2	-0.92960534870928	5.94519584709938	-11.161389053359	4.61382095490183e-08	7.85489231254442e-07	8.36950311417195
IER3	-2.21350587591922	6.13746450748728	-11.1455588430231	4.69260462163793e-08	7.95232887934365e-07	8.36276306145742
RNF6	-0.780183054888473	5.82954772969144	-11.1500232897563	4.67024142974e-08	7.92568533660245e-07	8.36022603746521
USF2	-0.723661213905973	6.18696690782699	-11.1577822256237	4.63164617136348e-08	7.87896115424777e-07	8.35984457752539
CLDN16	-3.47033776912831	-0.741347235523661	-10.5715809106761	8.78982954035566e-08	1.3153569040883e-06	8.35781732833905
GXYLT2	1.5645812858052	2.90390907780607	10.6702276196638	7.87578810239928e-08	1.20713119509227e-06	8.35638530816624
WWC2	1.05218012113668	5.80667822188793	11.1016021130342	4.91900505676025e-08	8.23018496810802e-07	8.35614283989584
DCAF6	0.787187661790822	7.30893479587178	11.1446627458491	4.69710710742848e-08	7.95232887934365e-07	8.35173447995317
AKIRIN2	-0.943515748765189	5.82095448506327	-11.1399271116712	4.72097835723003e-08	7.98009680226083e-07	8.34944856425376
CALCB	-2.40249883507502	1.15644085234841	-10.5582061469007	8.92223140666101e-08	1.32844875424891e-06	8.34857301413743
TFF1	-6.03207314969158	-2.32822241016022	-11.0307357349984	5.30894787993846e-08	8.82044948699573e-07	8.34751989730097
IDI1	-0.922237542554512	6.7948085028854	-11.1323920706122	4.75922851088386e-08	8.02570452750944e-07	8.33229709052147
MAP2K3	-0.854188400599033	6.03029110921749	-11.1227616579141	4.80859836613584e-08	8.08395205141594e-07	8.32320590730805
PINK1	0.967302094621792	4.68016027516025	10.9356775995104	5.88470401654219e-08	9.56868995566518e-07	8.30870446739638
DCAF7	0.93883962372977	5.95659323370944	11.0736079800687	5.06925559096027e-08	8.45509094117542e-07	8.3062222338603
CANT1	-0.758185027924315	6.90701154999843	-11.1027473425753	4.91296061552701e-08	8.22651383317791e-07	8.29920680311466
MANEA	1.39330082733027	3.56114060565168	10.7152352125794	7.49299273952099e-08	1.15675782422403e-06	8.28623987636954
CWC25	-0.836619377648082	4.50431518021906	-10.9654798145974	5.6973291227796e-08	9.34939585540008e-07	8.28293903131565
CCDC82	1.00055439949502	4.22782137444405	10.8372015303782	6.55216194087245e-08	1.04785547925659e-06	8.27713560346831
ABCC1	1.06545687208567	6.47816278149412	11.0530079833426	5.1829503740787e-08	8.63124845616255e-07	8.25884772482797
PLPP5	-1.07814338637465	4.52028346963362	-10.9437834596277	5.83309686649904e-08	9.50647960714101e-07	8.25190655868145
DOCK8	1.29769920239527	6.54634468732517	11.0352346312842	5.28323552465102e-08	8.78456110659095e-07	8.24366113242402
SMAD5	0.762884642800547	5.49708581878779	10.9818972492773	5.59684081353193e-08	9.23413905960797e-07	8.2334105924436
MIS18BP1	1.08148028064578	4.39186764758468	10.8190205746012	6.68400662573596e-08	1.06574989227966e-06	8.23330524815542
GTF2I	0.770211413199656	7.90968460214428	11.0222835299614	5.35761680761839e-08	8.89439321768255e-07	8.2248839981886
TGFB3	1.9830296420009	3.63758420605946	10.6313259536928	8.22349951815604e-08	1.24901510875727e-06	8.22471525898158
ESAM	-8.31074610200893	-1.37280384062677	-10.7815922521543	6.96443917296078e-08	1.09735004860476e-06	8.22301484654326
MYADM	1.02591635647598	8.81145069955907	10.9964654077598	5.50925711213119e-08	9.11074206329683e-07	8.22293219486022
CTDSP2	1.19860414244453	6.4989931823366	11.0089752982903	5.43521646274487e-08	9.00223526689976e-07	8.21208976024645
WDR26	-1.14245353174138	8.02403291942472	-10.9911681940715	5.54093325451638e-08	9.14896289922697e-07	8.20324703270053
NCAPD2	0.758887759314299	6.93912820788956	11.0105147423929	5.42617890842206e-08	8.99423883299811e-07	8.19595936658665
RASSF2	1.56009415678082	5.29023796731059	10.8691605603207	6.32709029157291e-08	1.01642564789283e-06	8.18524036418653
TESK1	0.952442395083828	4.01951471689583	10.7273744933499	7.39318544755964e-08	1.14503759064774e-06	8.18416644890466
TM7SF3	0.757100155812001	6.12132710469204	10.9808100632857	5.60343637643529e-08	9.23441878530492e-07	8.18200980965649
MAPRE2	1.60646704478883	2.6757677768452	10.485686941969	9.67820687875835e-08	1.41730341447259e-06	8.18045437266352
UBE2C	0.862066470993958	5.22204797922948	10.8984691111231	6.12793788050399e-08	9.8964112437527e-07	8.17639085831476
LINC02175	-2.61291843752386	-0.40588957125984	-10.3566422721459	1.11978609654284e-07	1.58972423513185e-06	8.16790812183481
MTMR1	0.815327908630931	5.79389402700419	10.9464444416976	5.81626095838715e-08	9.48627722419083e-07	8.16734549353879
ALDH1L2	-1.70303945594805	1.39349174179976	-10.4205678462197	1.04154837708955e-07	1.5056645889645e-06	8.16446881676203
STS	0.721220891694793	8.979021806196	10.9376628402907	5.87201973039499e-08	9.55533690476918e-07	8.16316366752129
TRMT1	-0.860562140839968	5.29249806780912	-10.9466305166269	5.81508561538174e-08	9.48627722419083e-07	8.1620952550461
KHDRBS3	1.10334312551435	3.9032782573539	10.6798498988884	7.79222769528687e-08	1.19518116968772e-06	8.16207205843611
ALDOC	-2.30274715750396	2.22877657400547	-10.5221988370215	9.28938273028469e-08	1.36598039514978e-06	8.16170482674812
SYN2	-1.51134191324153	2.49668922306466	-10.5575088952214	8.92919193540297e-08	1.32855929590404e-06	8.16057295744446
SCFD2	-1.17858815595384	4.13549189644096	-10.8104242184599	6.74733018627257e-08	1.07344346060983e-06	8.15973381142944
RCN1	-0.715966182301539	8.71168744024019	-10.9338402403594	5.89646953729947e-08	9.58052989611715e-07	8.15930453022165
C1orf21	-1.38341648911721	5.58602389788592	-10.9605843766506	5.72766516167438e-08	9.38476179787844e-07	8.15891864865474
HELZ	0.708103189365477	6.59259912674849	10.9758456474373	5.63365943363499e-08	9.27340273182167e-07	8.15860493533262
KISS1R	-3.11498161685991	-0.423884889614949	-10.3475765181212	1.13138018826333e-07	1.59968358313652e-06	8.1542759544262
SPTAN1	0.880315443251795	7.04186240971257	10.9660303688203	5.69392820668478e-08	9.34939585540008e-07	8.14620341715459
SAR1B	-0.810689596913726	5.97945572652313	-10.9643731266557	5.70417199075744e-08	9.35344119374701e-07	8.14332070713347
RIMKLB	-1.01973484780147	6.09601445923456	-10.9656748379356	5.69612416484438e-08	9.34939585540008e-07	8.14307097224974
TGM2	-1.36138672550702	6.02133173804293	-10.9591163853227	5.73679561684137e-08	9.3925191685389e-07	8.1399893428547
LRCH4	-0.948483045786643	5.84364189205253	-10.956831500375	5.7510378609766e-08	9.40862748373859e-07	8.13941410986383
TAOK3	-1.11859451483172	4.43393279271373	-10.8309024578361	6.59752417372326e-08	1.05432087880158e-06	8.13451719898486
USP3	-0.922264602714746	5.00510452263467	-10.8960916038957	6.14384072001979e-08	9.91459976011652e-07	8.13298475957543
MELK	0.780688715555333	5.83114944906893	10.9201661956492	5.98482493407764e-08	9.70195520041752e-07	8.1324388184436
ENSG00000231811	-2.07476631473995	1.10248754847234	-10.3621463702266	1.11280891607982e-07	1.58192117770868e-06	8.12877072413817
MAVS	0.821013963163471	6.89472752330093	10.9512903961413	5.78573408990984e-08	9.45814801568582e-07	8.1286671874382
CDC14B	0.935923201407219	6.82512221772919	10.9478238167356	5.80755416166131e-08	9.48627722419083e-07	8.1268479136881
CIT	1.01561732205725	4.53704303645272	10.7490697907723	7.21833049385387e-08	1.12410240037669e-06	8.12147877129672
BLNK	-1.54009455562233	3.32280724084919	-10.6527308468561	8.03019396166069e-08	1.22625977495148e-06	8.12099696285332
MAP3K8	-1.44152711319725	5.37036445617864	-10.9081392394055	6.06370751922912e-08	9.81493748907951e-07	8.11333137321423
IDH3A	-1.03328319507773	5.3568947858688	-10.9069309970447	6.07169335692529e-08	9.8204239412616e-07	8.11043485058656
BLMH	0.729206609518338	5.82247675458023	10.8950997468962	6.15048815603222e-08	9.91783622202147e-07	8.10180750400988
BZW2	-0.808846320284653	8.4802917339615	-10.8902079845762	6.18338541878316e-08	9.95585628166699e-07	8.10081936159234
LHB	-6.00658689866116	-2.33999435963222	-10.7509810236981	7.20313993093519e-08	1.1225549800464e-06	8.09732325441401
PREX1	-1.39222866885583	6.30478569595855	-10.9210903462989	5.97880913872282e-08	9.69956234304872e-07	8.09227420736492
SHISA8	-3.51715907302284	-0.811604634550176	-10.3277231470147	1.15722058362482e-07	1.62879940643793e-06	8.0893947295705
KRT8	-1.29527243837299	12.5329702924734	-10.7364075561267	7.31983906371034e-08	1.13611472971361e-06	8.08784400280517
E2F1	-0.888624958672732	4.56890429809747	-10.8021338259571	6.80900745056001e-08	1.0792377832987e-06	8.08352316986017
RICTOR	-1.224651214295	6.92564376906311	-10.9091272619656	6.05718555930079e-08	9.81181400000157e-07	8.08035446078804
RRM2	-0.95054502183884	7.15378772163305	-10.9019907358622	6.10446296962536e-08	9.86595732292099e-07	8.07418822285961
ENSG00000268287	-4.3692782565906	-1.16015890644253	-10.3911366452092	1.07681807984472e-07	1.5461891864222e-06	8.07417823691753
TMEM154	0.973372040702601	5.22273781616095	10.7994192775432	6.8293333223969e-08	1.08165704793426e-06	8.06903676625414
SLC8B1	-1.02606286135581	4.55713974976359	-10.7864002073065	6.92772209534133e-08	1.09399638055479e-06	8.06506204565737
MSANTD3	0.979834048904737	4.72544367837013	10.7267286468467	7.39845956513546e-08	1.14503759064774e-06	8.06048359306504
RIPK2	-1.30418930036072	6.28539988330015	-10.8908012117786	6.17938594636724e-08	9.95585628166699e-07	8.05662467183353
KYNU	-1.2954600138199	4.80021884496402	-10.809446498527	6.75457288824131e-08	1.07379616317086e-06	8.05620662253542
SEC13	-0.769533258541043	6.90919555403567	-10.8847140305921	6.22055676147694e-08	1.00006332404602e-06	8.04912187316737
EIF1	-0.939368875659554	8.91978571380052	-10.8294278439305	6.60819188144382e-08	1.05523638070948e-06	8.0486555192185
FGD3	-1.31497119934531	3.25728044105253	-10.5779086205743	8.72792191547106e-08	1.30788287182536e-06	8.04847311375821
BLTP3A	1.02487572971143	4.93477704277021	10.7382278499961	7.30515303547959e-08	1.13514108913496e-06	8.04335877553385
PCK2	-0.897338523709972	4.7644679315442	-10.7908846386621	6.89366206673132e-08	1.09022933913976e-06	8.04191540401465
SYNJ2BP	1.23952236954172	4.6629527703777	10.6825392338107	7.76904308235314e-08	1.19248113863188e-06	8.03967754998442
EAF2	1.69609781070357	2.70596015176663	10.3635106851564	1.11108665381022e-07	1.58052446373563e-06	8.03901139592901
NEMP1	0.8030598357119	4.98823169625036	10.7412463950464	7.28086892696554e-08	1.13219101523687e-06	8.02297249157719
LSM12	-0.825863028322877	6.19790186589282	-10.8635144226058	6.36624445388899e-08	1.02194725020129e-06	8.02271125117105
RSPRY1	0.737894296081739	5.22987566270312	10.7690565574996	7.0611522688524e-08	1.10607462885851e-06	8.01754267279678
ENTPD4	1.39603014658105	5.74544429366972	10.7809312870169	6.96950302329243e-08	1.09735004860476e-06	8.01435263319512
ITGAV	0.758695464261867	6.4894829935354	10.8454939694103	6.49295216114023e-08	1.03994314748817e-06	8.01140171047306
CDK8	-0.918476028333667	4.72393281941353	-10.754879124722	7.17226342344844e-08	1.12019430047807e-06	8.00539557478184
SLC43A2	-1.31700572906841	9.92306513079272	-10.7534645131524	7.18345205546339e-08	1.12112225432455e-06	8.00234542858423
LEPROT	-0.676435546525309	7.13778462170725	-10.8404937650568	6.52858591230609e-08	1.04486716556054e-06	8.00097633432171
LAT2	-2.61789638430738	0.195249787794506	-10.1946398638614	1.34756457300107e-07	1.84587276502668e-06	7.99697897676395
ENSG00000259001	-2.60859080976806	0.805969933367837	-10.2218349111479	1.30611064491729e-07	1.80506856657845e-06	7.99535687948125
TIGD3	-2.25610421265435	1.53525877253862	-10.2870059830549	1.21220912957142e-07	1.69503012188632e-06	7.99000026694385
STYXL2	-2.59045838566185	0.152622458441171	-10.1859273175847	1.36114058964739e-07	1.85775194713329e-06	7.98796750615843
DCAF11	0.784673820811941	5.54262313149876	10.7714166273566	7.04283521722344e-08	1.1048253836358e-06	7.98657248929234
NSD1	0.707005614699535	6.93724686176696	10.8236139346691	6.65043101665238e-08	1.06118826812393e-06	7.97979622516925
DLL1	1.58270224587952	4.05610814457188	10.5137347841373	9.37800862227943e-08	1.37711705995617e-06	7.9793099934783
AKAP8	-0.962245122670833	6.04681442058815	-10.8168705445568	6.69978466940274e-08	1.06746904732632e-06	7.97171434174177
GSE1	-1.00833076455105	9.11076768002824	-10.7563689623107	7.16049993247995e-08	1.11917513941014e-06	7.97167597234038
CEP170	1.07123416873919	4.23708706171338	10.5714404825501	8.79120873836046e-08	1.3153569040883e-06	7.97127112713954
TBXA2R	-3.93867072820757	-0.638326978012207	-10.2005702119942	1.33840654706022e-07	1.84017981238666e-06	7.96561616650962
GMEB2	-0.963849690030904	5.33130905741993	-10.7795570439189	6.98004410543282e-08	1.09820045918025e-06	7.96475997761481
MYBPC2	-4.45263502890989	-2.33600744447027	-10.5624375407332	8.88011433867313e-08	1.32494778603415e-06	7.96399381488613
UBE2B	-0.804926362491675	6.56256530234174	-10.8120035579337	6.73564836183602e-08	1.07238347912808e-06	7.96172885333259
HES1	-1.86198255999417	4.47997315964407	-10.6870242006475	7.73054219957652e-08	1.18742461995796e-06	7.9613400413665
PSMC5	-0.766068497596826	6.95974290125942	-10.8077963155613	6.76681587537915e-08	1.07414404155536e-06	7.96056663011704
FZD5	0.79073082712145	6.6599887825152	10.8022754161186	6.80794903347446e-08	1.0792377832987e-06	7.95818199678425
STK40	-1.27173697753177	7.71959283208788	-10.7849282348767	6.93894114045665e-08	1.09415067459038e-06	7.95603180424209
ATF2	1.06890946776746	4.49299215953421	10.5968020077733	8.54583254043444e-08	1.28856921707073e-06	7.95536346841553
SLAIN1	1.53561653137751	3.32633344332401	10.3857075060821	1.08346246039796e-07	1.55311737133019e-06	7.95369920212759
GTSE1	1.52291149563727	4.69264283611029	10.5919178975101	8.5925120021374e-08	1.29287050308217e-06	7.95281738677381
RILP	-1.52512478365942	2.47624713803374	-10.3664701295	1.10736053328769e-07	1.57732434361498e-06	7.93975777340336
TPX2	0.95480061239587	6.52930607513382	10.7773783236938	6.99679082747531e-08	1.09921641779292e-06	7.93598686317008
SPECC1L	0.756246182937617	6.02899602511826	10.7616433024787	7.11902007776438e-08	1.11432221964479e-06	7.93367534370091
GMPPB	-1.34508011597508	6.53226445997916	-10.7850852861564	6.93774320606876e-08	1.09415067459038e-06	7.93356042163283
MRPL36	-1.03933056132771	4.39991797485024	-10.6521890951243	8.03502613934324e-08	1.22625977495148e-06	7.93269567855692
CPNE3	0.714293452692973	6.53485115098789	10.7779169683476	6.99264654705715e-08	1.09921641779292e-06	7.93086933502222
PDGFB	-1.31577569811779	3.91615899125421	-10.577796656283	8.72901326978831e-08	1.30788287182536e-06	7.92546238577042
DLG3	0.981592918482748	4.2802882421834	10.536046046382	9.14631390957926e-08	1.3523885328171e-06	7.91472961339437
RCL1	-1.27045855108504	4.11119502168359	-10.5941725858705	8.57092925697442e-08	1.29144199227444e-06	7.91044701117652
STAT6	0.748281069564469	6.74621731013027	10.7604537979633	7.12835241941411e-08	1.11496616246853e-06	7.90766494642262
SNTB1	-1.6254057823941	3.00041978453297	-10.4177425127844	1.04488004479363e-07	1.50780677440565e-06	7.90412230540542
LPCAT3	0.718583954481661	6.27095363615078	10.7458451432073	7.24403777945617e-08	1.12728413106963e-06	7.90157398642441
KDM3B	0.722738629999071	6.51308454186417	10.7513927171325	7.19987224676211e-08	1.1225549800464e-06	7.90055116334814
BIK	2.8438970552067	2.03257736636939	10.12544820011	1.45950000832194e-07	1.96866648849789e-06	7.89994641983801
FAM167A	-4.16362703780332	-1.42423107353707	-10.271311260375	1.23414409107062e-07	1.71895193284322e-06	7.89865705633345
LINC01892	-4.21010548936599	-1.97439869940834	-10.3862778229817	1.08276243197645e-07	1.55311737133019e-06	7.88819301202405
CDKN1B	0.925556782668664	4.76570134374123	10.5868869043837	8.64088018393769e-08	1.29831959219418e-06	7.8857898521143
SNX12	0.841250248257071	5.75876728985171	10.6991411544089	7.62754074308975e-08	1.17329039248996e-06	7.88447788765494
DAZAP1	-0.713002150269008	7.76297435088242	-10.7264181592613	7.40099650231455e-08	1.14503759064774e-06	7.88389608842647
CHST7	-2.03849999625868	0.71895712594834	-10.1185886278919	1.47112608499143e-07	1.97870317859884e-06	7.88106431904855
MME	1.61026825200381	8.43155962228589	10.7117035824348	7.52229885066182e-08	1.15995854297735e-06	7.88015753138235
TRIM56	0.800238314474814	5.41972070586354	10.6652727048343	7.91918979231296e-08	1.21291332690006e-06	7.8767537154455
NCAPH	0.997236415142416	4.65988590467147	10.5582877485104	8.92141717248096e-08	1.32844875424891e-06	7.87507226387506
ITGA5	-1.16848021364736	6.35173005094665	-10.7353906920641	7.32805679556826e-08	1.13622105583535e-06	7.87436359861665
ENSG00000287052	-5.29659619870138	-3.15407914569245	-10.7197574371148	7.45564447753735e-08	1.15265774172983e-06	7.87095457959305
FBP1	-2.33555614784565	1.75863391324684	-10.2067556693853	1.3289253175661e-07	1.82876491623455e-06	7.86430475293854
TGOLN2	0.705490467881991	7.18871622631595	10.716796702734	7.48007412115342e-08	1.1555984358103e-06	7.85659599576764
KIF11	1.24438363397302	5.36236803969524	10.6119650888742	8.40263057836795e-08	1.26966481568182e-06	7.85070753513544
PSD4	-0.773262425484256	6.00946832410136	-10.7101052683726	7.53560218213912e-08	1.16060730444728e-06	7.84728612872231
KIF21A	-0.8216548731962	6.21870380540556	-10.7096188050007	7.53965617604056e-08	1.16060730444728e-06	7.84310636494039
SLC35A3	1.10091155772622	5.16946345286722	10.5872570006478	8.63731217094387e-08	1.29831959219418e-06	7.83725840573502
RAB3B	-1.79819430338222	2.78556462890423	-10.3226080231425	1.16397984368508e-07	1.63615745659049e-06	7.8299824267193
CTDSPL2	0.683123181308644	5.86518056766481	10.6637338312168	7.93272122719061e-08	1.21324639756732e-06	7.82696265016568
VSTM5	1.63320313269008	4.05240509249241	10.3805971050409	1.08975677039471e-07	1.55848347766087e-06	7.8259817352886
CDO1	2.0485050891625	5.83128030548435	10.58391105909	8.66962691530642e-08	1.30172346220968e-06	7.82294879790288
MYCNUT	-4.63312849136657	0.351686868817059	-10.0388519715256	1.61376429206473e-07	2.126763259126e-06	7.82134838371243
MALT1	1.53330909904667	6.30685943104318	10.6491337500993	8.06233664485061e-08	1.22954949860013e-06	7.81955577947055
ACP2	1.01775826426852	4.80903811182175	10.5307305117951	9.20095350863127e-08	1.3595267819185e-06	7.8192803855168
CDCA4	0.94477841874346	4.80242665955642	10.5284526248914	9.22447505314972e-08	1.36206035926466e-06	7.81206017869055
MED8	-0.758563915977764	5.2478911683255	-10.6405107208908	8.13995070738978e-08	1.23873352431688e-06	7.81065629678815
CYB561A3	1.08510981036328	5.6545240323566	10.6125038086135	8.39759023476736e-08	1.26966481568182e-06	7.80653861486583
CSNK1E	-1.03123272025858	7.299670666171	-10.6641710008509	7.92887465073371e-08	1.21324639756732e-06	7.80078883430296
DNAJA1	-0.970919376741082	8.30603557596038	-10.6352875444571	8.18735128221856e-08	1.24506012452585e-06	7.79827028120018
CEPT1	0.728927099079018	5.61253128618588	10.6171153812927	8.35457558898025e-08	1.265087611865e-06	7.79575564077847
UBA52	-0.784075810704707	8.34974888646544	-10.6311564097799	8.22505035112552e-08	1.24901510875727e-06	7.79338009896907
SERPINB13	-5.53656530969472	-2.48561940167725	-10.4258278072903	1.03537595017435e-07	1.49775508134225e-06	7.77797523009299
SIK2	1.03054974046822	4.47544012722011	10.4441819377691	1.01414201444161e-07	1.47402437282718e-06	7.7752230289669
OSTC	-0.715291776852444	7.20513733454777	-10.645717737134	8.09298847777906e-08	1.23246466012992e-06	7.77473847623422
SLC35C1	0.970509453980225	5.12529347687933	10.536589369585	9.14074852053937e-08	1.3523885328171e-06	7.77442318149494
HSPA12A	-1.83119811448735	1.38475000791563	-10.086539807601	1.5267698375367e-07	2.03499465681904e-06	7.77334646079922
HIPK3	0.874592930452309	5.78591816625604	10.6042727354612	8.47495501213089e-08	1.27968825999427e-06	7.77224272841452
PARP4	1.24913682808199	5.04217189592392	10.5035426660883	9.48592901118797e-08	1.39105256865506e-06	7.76818651736552
HPD	-4.52782958054367	-1.27816625945518	-10.1188416992447	1.47069541041008e-07	1.97870317859884e-06	7.75980153407657
CREM	-0.90631150337129	4.66777667037448	-10.5378198538667	9.12815774457599e-08	1.3523885328171e-06	7.75858114471072
SSTR5-AS1	-5.87387341446821	-3.22487644379213	-10.6187422396627	8.33945720984985e-08	1.26369392018193e-06	7.75592699369742
NIPBL	0.668614026930816	6.29331081629326	10.6215981993587	8.31298744448393e-08	1.26057693214226e-06	7.75351426163921
LARP1B	-1.2008232277207	6.01665556896287	-10.6271503420784	8.26178525721933e-08	1.25370244180219e-06	7.75188263579314
CYP1A1	1.19728945639819	4.7615568034463	10.4370751702815	1.0223081507963e-07	1.48488347722051e-06	7.73014988259021
SMO	1.20480835916738	4.38424029103056	10.378314079348	1.09258130532439e-07	1.56147773709438e-06	7.72657654882501
RASAL2	-0.943252148188541	7.54779254574342	-10.5928416476134	8.58366249844277e-08	1.29244913982895e-06	7.72230093822226
BCL2	-1.0820523448794	5.11100058616864	-10.5544111298283	8.96018653281182e-08	1.33224318343812e-06	7.72097416987338
ESRRG	-1.24277449627286	7.02062050640557	-10.5985303749686	8.52937877444037e-08	1.28699651761789e-06	7.71936851980117
WAKMAR2	-1.58080205273071	1.72870719039968	-10.0802068237325	1.53802876721344e-07	2.04264482341817e-06	7.71933984683024
AIFM3	-2.36095395128303	-0.38443687401336	-9.95285055690096	1.78431041223679e-07	2.31316730277732e-06	7.71921347208185
CKB	-1.29609341169353	5.33393796501599	-10.5696416129615	8.80889658159004e-08	1.31672209152591e-06	7.71912572270883
ST6GALNAC4	-2.40871043693499	0.837697656316297	-9.97558996813279	1.73742293835795e-07	2.25801572390243e-06	7.70326494788675
CA5B	1.63299866427032	3.50665814652384	10.193179530276	1.3498299640834e-07	1.84648492668594e-06	7.7015212168799
CDH1	0.77298209148007	9.31237708552205	10.5242145270968	9.26840889188706e-08	1.36418279494021e-06	7.69222251900575
AP2S1	-0.716576703891496	6.35867719664395	-10.5805994288743	8.70173747924842e-08	1.30562726812937e-06	7.68980288768638
SOS1	0.756931587961847	5.62086263358046	10.526679499684	9.24282886328973e-08	1.36288669077328e-06	7.68954138207571
SLC25A23	0.847170361153478	5.65405609380632	10.5192403530072	9.32025847038075e-08	1.36957800879061e-06	7.68232303132281
MCM10	1.3442191370546	4.5328889425189	10.351935996639	1.12578898105624e-07	1.59506680167424e-06	7.67982720939765
MCM3	0.765449607357561	6.86403025321492	10.5664899592512	8.83997772811661e-08	1.31988095135527e-06	7.67878284410565
ZBTB10	-0.884782109398805	7.60054734343069	-10.5512705179574	8.99172717371911e-08	1.33507465457736e-06	7.67408006205072
PSMD6-AS2	-2.03728039437461	1.70950117674577	-10.0375314622001	1.61624725350328e-07	2.12771034000931e-06	7.66896189434904
PLA2G15	-0.920700835983619	5.63254647649809	-10.5450532522645	9.05451643854819e-08	1.34346387656959e-06	7.66804194960187
C4orf48	-0.982280581636582	3.5480894413682	-10.2953902717973	1.20066215242506e-07	1.68218672450582e-06	7.66467903059257
LTN1	-0.68888369518903	5.92264680899233	-10.5523449668392	8.98092333765014e-08	1.33439783054404e-06	7.66381439152518
PWWP3B	0.869643790645107	6.23796133334333	10.5369263191465	9.1372988831693e-08	1.3523885328171e-06	7.66198459227909
S1PR1	1.66262288305277	2.39496427619278	10.0095531976246	1.66982479152661e-07	2.18850086064103e-06	7.66179044942593
KCNJ2	-3.09824198891902	0.053592134866157	-9.89466041655479	1.91055420095154e-07	2.4413498493306e-06	7.65551677097078
HK1	-0.704579341305632	7.91157453620547	-10.5248140356217	9.26218059560707e-08	1.36418279494021e-06	7.65096840686907
WWC3	1.00789550609719	5.13842418187827	10.431916197178	1.02828012485626e-07	1.49136076464678e-06	7.65053621660655
NTMT1	-0.981917774072819	4.57899226834217	-10.4358671526889	1.02370321053132e-07	1.4858996464818e-06	7.64937549609366
PARD3B	2.20613277571477	0.927171891697091	9.88604185975618	1.93004839544876e-07	2.4546079772118e-06	7.6465784906812
NIPSNAP1	1.04361726128667	5.43464446234119	10.4585399636419	9.97855493293607e-08	1.45430971826134e-06	7.64575349328399
